Symbol	GSM364903	GSM364904	GSM364905	GSM364906
C80913	0.28802953	-0.217511	0.422256793333333	-0.319464
C85492	0.8883876	-0.520004	0.5929512	0.0133402
C87414	-0.90289369	1.086013	0.85003648	-0.0641845
C87436	0.0454747266666667	-0.115822	0.0851626683333333	-0.0510476666666667
C87499	-0.097506925	-0.716099	0.30731687	-0.101229
C87977	4.401399	-5.88314	2.9791262	-3.82256
C8a	0	0	0	0
C8b	0	0	0	0
C8g	0.042585853	-0.0482101	0.17705815	-0.423591
C9	0	0	0	0
C920006O11Rik	0.63295215	-0.67263	0.3747161	-0.313208
C920008N22Rik	0.41589442	1.61456	-1.0015564	2.12241
C920021A13	0.3264753	0.551208	0.77118987	0.248965
C920021L13Rik	0.035442982	-0.09294	0.19950085	-0.0400242
CK137956	0.72887796	0.415466	-0.14015397	-0.48194
COX2	-0.031338215	0.225207	-0.31523845	0.502081
CYTB	-0.67414063	1.16801	-0.82805896	0.868066
Cab39	0.0481354233333333	0.226121133333333	-0.820832216666667	0.748253666666667
Cab39l	-0.09094562	0.275891666666667	0.0878819266666667	0.342738266666667
Cabin1	0.08085363	-0.042575	-0.873030146666667	0.730192666666667
Cables1	0.06094985	-0.04022	0.17029658	-0.0807699
Cables2	0.13994266	-0.1707975	-0.47805038	0.5873615
Cabp1	0.6455238	-1.07833	0.09250376	-0.896987
Cabp2	0.059828475	0.0680791	0.6318428	-0.108611
Cabp4	-0.042679876	-0.135824	0.3270933	0.37804
Cabp5	0.13979566	0	0	-0.182067
Cabp7	0	0	0	0
Cabyr	0.29409584	-0.172613	0	0
Cachd1	0.256732143333333	0.0615483533333333	0.42240799	-1.41016233333333
Cacna1a	-0.172562775	-0.1492025	-0.17791582	-0.09461525
Cacna1b	-0.089936675	-0.136199	0.18285717	-0.143877
Cacna1c	-0.320025735	0.2378613	0.3802544	-0.147895
Cacna1d	0.213785605	0.092559675	0.2462976425	0.0056386
Cacna1e	0	0	0	-0.126287666666667
Cacna1f	0.3540882	0.351048	0.21787843	0.383314
Cacna1g	-0.31311385	0.1517385	0.04159876	0.2343845
Cacna1h	-0.208459915	-0.19833025	-0.00741807000000001	-0.1009167
Cacna1i	-0.20255092	-0.326461	-0.06478908	-0.359469
Cacna1s	-0.0153596615	0.2330667	0.72402683	-0.212049
Cacna2d1	0.02515369	0.22093	-0.256762133333333	0.132178333333333
Cacna2d2	0.5011142	-0.55151125	0.3339148975	-0.52436775
Cacna2d3	0	0	0.22698848	0.206722
Cacna2d4	0	0.2056	0	0
Cacnb1	0.4071465	-0.104198	0.05404268	0.198272
Cacnb2	0.22738845	0.0619671	-0.0455049933333333	0.251356333333333
Cacnb3	0.114380985	-0.892207	-0.054867964	-0.675564
Cacnb4	0	0.13347725	0	0.12596275
Cacng1	0.09648531	0.0644495	0.13129131	-0.328509
Cacng2	-0.0235741675	-0.067755125	0.00140062499999999	-0.1821775
Cacng3	-1.5086237	0.256935	0.7557666	-1.19852
Cacng4	-0.15608259	0.0484016	-0.05337496	-0.845411
Cacng5	0.62047	0.757134	0.3804135	0.544124
Cacng6	0.7756454	-0.320248	0.1797802	-0.553329
Cacng7	-0.051700506	0.33469	0.5267563	-0.198386
Cacng8	-0.11441896	0.0815309	0.11535804	-0.6046
Cacybp	0.2708683	-0.290863	-0.48382723	0.176598
Cad	-0.0650912415	-0.04625120975	-0.31070173275	0.23951685
Cadm1	1.37689336666667	-1.90122933333333	1.6140677	-1.58276833333333
Cadm2	0.104752115	0	0.14728661	0
Cadm3	-0.180297944	-0.0872618333333334	0.17329285	-0.147828666666667
Cadm4	-0.23329632	-0.488823	0.6309152	-1.52247
Cadps	0.9945776	-0.16414935	0.79413655	0.33380465
Cadps2	-0.3965757	0.621875	-0.0340350733333333	0.302988666666667
Cage1	1.4945161	-1.61107	2.2595181	-0.84646
Calb1	0	0	0.10969406	0
Calb2	0.188033933333333	0.145644	0.172163033333333	-0.373593333333333
Calca	0.78293365	-0.244899	0.3000669	-0.053608
Calcb	0	0	0	0
Calcoco1	0.76431954	-0.593722	0.8038171	-0.457089
Calcoco2	-0.0383739735	0.00661078	0.05119637	-0.2949885
Calcr	-0.67605216	0.4590695	-0.152051615	-0.117113
Calcrl	0.17184524	0.15819665	0.54835505	0.53874
Cald1	0.0293417933333333	-0.0216338333333333	-0.2269641	0.0621493333333333
Calhm2	-1.447412	1.293195	-1.5186012	1.18554
Calm1	-0.501091943333333	0.280754556666667	-0.50170949	0.432777666666667
Calm2	-0.149661686	0.6016925	-0.166555765	0.4213825
Calm3	-0.305908743333333	0.182075333333333	0.19355623	0.11421
Calm4	0.275503665	0.217532	0.156651615	0.282885
Calm5	0	0	0	0
Calml3	0	0	0	0
Calml4	0.04258502	-0.0178035	0.16981417	0.131025
Caln1	-0.191484635	-0.019058	0.9261282	-0.62507
Calr	-0.98158233	0.505569	-1.1328422	0.511248
Calr3	0.12535308	-1.6106	0.91041404	-0.775397
Calr4	-0.11373027	0.536274	-0.074203014	-0.199345
Calu	0.1497392675	-0.4948395	-0.131313915	-0.15708115
Caly	-0.231040155	0.1533655	0.8180995	-0.3037185
Camk1	0.84258035	-1.300195	0.506339235	-1.302655
Camk1d	0.198534353333333	-0.319810766666667	-0.349652083333333	-0.162891433333333
Camk1g	-0.23568012	0.152106	0.25453216	-0.12446
Camk2a	-0.61925215	0.584375	-0.18292195	0.74679
Camk2b	-0.509376912	-0.382573	-0.36609383	-0.185986
Camk2d	0.123728908	0.0762402	-0.25078583	0.2520572
Camk2g	-0.038514007	0.0555297	0.3167889	-0.0536817
Camk2n1	-0.17895244	0.052441	-0.45037338	-0.563002
Camk2n2	0.37748578	-0.364251	0.8932899	-0.412737
Camk4	-0.198288246666667	0.564994	0.36709979	-0.0553636666666667
Camkk1	1.7049626	-1.85926	2.3438263	-1.91747
Camkk2	-0.080958467	0.11039105	0.107919173	0.20098
Camkv	0.0074611	-0.3506375	0.20095724	-0.4132305
Caml	0.35339022	-0.175339	-0.06254069	0.066408
Camp	0	0	0	-0.809989
Camsap1	0.2149695	-0.043617	-0.18963788	0.173176
Camsap2	0.706507843333333	-0.443083866666667	0.04481671	-0.0682459
Camsap3	-0.3527494	0.124952	-0.53295225	0.237537
Camta1	0.24311983	-0.232908333333333	0.255708753333333	-0.0869336333333333
Camta2	-0.7349686	0.08538515	-1.29951965	1.4294195
Cand1	0.123235756666667	-0.145335	0.247732277	0.060654
Cand2	-0.241345925	0.243797	0.166087235	-0.0856455
Cant1	-0.912653	0.2499754	-1.032210725	0.55494
Canx	-0.147938930333333	-0.114976233333333	0.101824086666667	0.138192466666667
Cap1	-0.34782746	0.0505737	-1.0413306	1.17595
Cap2	0.84136757	-0.577143	-0.00252767000000001	0.038973
Capg	-0.34623253	0.261037	-0.29112357	0.333645
Capn1	-1.0059236	0.405661	-0.6890407	0.164673
Capn10	0.3222045	-0.405251	-0.08323642	-0.0877356
Capn11	-1.0697656	-0.673104	-1.0523325	0.119225
Capn12	0.07940699	0.1822225	-0.0154169	0
Capn2	0.7535819	-0.456743	0.48397478	-0.791472
Capn3	-0.684239922	-0.1272595	-0.45713815	-0.2475015
Capn5	0.80797845	-0.958048	0.5631108	-0.769294
Capn6	0	-0.093935	0.18340294	-0.060499
Capn7	0.142904343	-0.236608	-0.18458658	0.0549527
Capn8	-0.37831363	0.6644105	-0.403651625	0.643475
Capn9	-1.2023878	1.08737	-1.206497	0.852818
Capns1	-0.5070294	0.185939	-0.77160925	0.149579
Capns2	0	0	0	0
Caprin1	-0.131270338666667	-0.0285892666666667	0.328565733333333	-0.220499833333333
Caprin2	-0.21425352	0.023221	-0.16859677	0.264351
Caps2	0	0	0	0
Capsl	-0.9096327	1.58132	-0.10825569	0.014779
Capza1	0.06951549	-0.136419	0.17613798	0.100583
Capza2	0.301806164	-0.50342434	0.057054	0.5111205
Capza3	0	0	0	0
Capzb	-0.11032627	-0.00379350000000001	0.0629746715	0.5154245
Car1	-0.01650646	0.415493	0.32939315	-0.0979892
Car10	-0.67207485	-0.0736185	-0.6316033	-0.050602
Car11	-0.18294893	-0.0288699	0.25027108	-0.124767
Car12	-0.264334375	-0.101487	-1.17177875	0.7360915
Car13	-0.000253353	0.158279	0.48151454	-0.369549
Car14	0.11024338	-0.340268	-0.45755127	-0.16372
Car15	-0.7458257	0.346597	-1.5721383	1.30143
Car2	-1.0652143	1.41512	-1.4989316	1.96801
Car3	-1.1519247	0.3306871	-0.1503198	0.230163
Car4	-4.370529	4.77216	-3.891093	4.84755
Car5a	-0.09866012	0.464851	0.36673933	0.32837
Car5b	-0.034133937	0.1610105	0.080045195	0.1757925
Car6	0.21138912	-0.169599	0.46816608	-0.714978
Car7	-0.4687647	0.366966	0.56765425	-0.231211
Car8	1.76577265	-1.18426	2.16960625	-1.451105
Car9	1.1063316	-1.38823	-0.070928276	-0.599685
Card10	-0.21374331	0.1962355	-0.47746482	0.14674445
Card11	-0.773533925	0.5203475	-0.79540543	1.5099545
Card14	-0.24608591	-0.0208944	-0.6161088	0.202188
Card6	-0.45913258	0.404713	0.12833329	-0.0743351
Carf	0.644071286666667	-0.117027	0.417926233333333	0.310064666666667
Carhsp1	-0.414649195	0.5172675	-0.187109205	0.3543100675
Carkd	0.116608705	0.0880275	-0.79582882	0.9327265
Carm1	0.608081545	-0.565738	0.1258147815	-0.6542105
Carns1	0	0	0	0.292075
Cars	0.658687913333333	-0.771517333333333	-0.243401983333333	-0.144818833333333
Cars2	-0.2152067415	0.11597345	-0.7798124	0.6604445
Cartpt	-0.13693927	0.7666265	0.3218067	0.03131905
Casc1	0.0332429525	-0.055680675	0.06567689625	-0.01299055
Casc3	-0.048758335	0.0508271	-0.3168485	0.308548
Casc4	0.498171	-0.2066205	0.5269096	-0.1759355
Casc5	0.676104905	-0.36229	-0.50861123	-0.377638
Casd1	-0.39847717	0.566908	-0.35058415	0.416878
Cask	0.3902919075	-0.285962925	0.3525181675	-0.07241689
Caskin1	0	0	0	0
Caskin2	-0.6148454	0.476248	-0.7105725	0.709525
Casp1	-0.46100417	0.428217	-0.579126	0.243513
Casp12	-0.15791951	0.50714	0.57359445	-0.0594825
Casp14	0.39816818	0.100001	0.29352343	0.481642
Casp2	-0.08373427	-0.0419736	-0.13211998	0.152193
Casp3	-0.445418985	0.4402615	-1.41609975	0.5187595
Casp4	0.47423992	-0.633982	1.237434	-1.61269
Casp6	-0.9802674	0.992476	-1.0581543	0.922489
Casp7	-1.46694815	1.1440695	-0.8373867	1.160792
Casp8	-0.2921041	0.171856	-0.9377674	0.829976
Casp8ap2	0.074229024	0.0914769	-0.12967291	0.243525
Casp9	0.25073385	-0.321254	0.8824025	-0.389772
Casq1	-1.8723934	0	0	0
Casq2	0.54095006	0.40836	0.31320304	0.522001
Casr	-0.4419583	0.0236442	-0.4755921	-0.497058
Cass4	-0.12797597	0.29625	-0.005821389	-0.126993
Cast	-0.24611135575	0.3977368	-0.2608798275	0.07350545
Casz1	-0.088511388	0.44425005	-0.33889324	0.8860815
Cat	-0.10397051	-0.101286	0.9616673	-0.630749
Catsper1	0.033784058	-0.486922	-0.30955335	0.0771545
Catsper2	-0.15172091	-0.403418	-0.38810098	0.0470197
Catsper3	0.5472651	-0.615171	0.6545337	-0.365541
Catsper4	-0.887414	0.736515	-2.6737807	1.08932
Catsperb	-0.164250443333333	-0.116042333333333	0.0825383306666667	0.212139666666667
Catsperg1	-0.41404906	-0.0160006	0.46689025	-0.242402
Catsperg2	0.3249342	0.372722	0.9858896	-0.832597
Cav1	0.405100495	-0.08159	0.1540193	-0.367765
Cav2	0	0	0	0
Cav3	-0.50193405	0.573824	0.48477927	-0.339497
Cbara1	-0.61868526	0.00915780000000001	-1.40373118333333	0.999620833333333
Cbfa2t2	-0.0472308833333333	-0.0981236666666667	0.0201195466666666	-0.119325223333333
Cbfa2t3	-0.23501634	0.5732025	-0.40418183	0.835193
Cbfb	0.41444271	-0.4549795	0.56300299	-0.0894045
Cbl	0.201052445	0.4237835	-1.32910842	1.025934
Cblb	0	0.235864	-0.11424519	0.164851
Cblc	-0.45722902	0.1315245	-0.1571996325	-0.153311
Cbll1	0.34926194	0.28178	-0.03621434	0.11152535
Cbln1	0.2080586725	-0.9584335	0.62481774	-0.3916005
Cbln2	0.25053906	0.0349808	0.675992733333333	-0.639049333333333
Cbln3	-0.302072735	-0.620515	-0.7397291285	-0.39120475
Cbln4	0	0	0	0
Cbr1	0.69103986	-0.601963	0.7841935	-0.435845
Cbr2	1.2050518	-1.3143	1.7394563	-1.22193
Cbr3	5.673213	-5.53897	5.8008957	-5.56775
Cbr4	0.6161066	-0.627361	0.652378	-1.01974
Cbs	1.3335012	-1.75385	1.2985084	-1.44575
Cbwd1	0.20028401	0.07176795	0.255448802	-0.1171212
Cbx1	0.266158625	-0.191143	0.3287634735	-0.20084172
Cbx2	-0.16548495	-0.414128	-0.031671294	-0.32594
Cbx3	0.18460742	-0.10184045	0.417836925	-0.1843061
Cbx4	0.42180055	-0.0448304	0.32790208	0.119782
Cbx5	-0.0725265926666667	-0.0197971896666667	-0.136055836666667	-0.0341142666666667
Cbx6	0.84143709	-1.34095333333333	1.05709665333333	-1.15963
Cbx7	1.0123649	-0.73896	1.225034	-0.545358
Cbx8	0.648327035	-0.20560495	0.62098527	0.1060686
Cby1	-0.3514854	0.196431	-0.10410433	0.0507317
Cby3	0	0.230526	-1.5693145	0.0993842
Cc2d1a	0.001801082	-0.271851	-0.44920638	0.0769579
Cc2d1b	0.41466735	-0.34169385	0.2093749665	-0.10980615
Cc2d2a	0.21766193	0.0908855	-0.28006405	-0.710424
Ccar1	0.21860023	-0.00289975	-0.34837252	0.1470656825
Ccbe1	-1.9418822275	2.0589894	-1.10499285	1.26296775
Ccbl1	-0.09534388	-0.193962	-0.29637074	-0.263758
Ccbl2	-0.70955205	0.770468	0.7420787	-0.448538
Ccbp2	0.34520435	-0.576489	1.0873538	0.788248
Ccdc101	0.07473616	-0.100898	0.54442	-0.538786
Ccdc102a	1.2057437	-1.07369	-0.038613457	-0.567143
Ccdc103	-0.182079565	0.144707	0.14957543	0.4175385
Ccdc104	0.34209067	0.00600122	1.1136419	-0.864657
Ccdc105	0	0	0	0
Ccdc106	0.028941875	-0.0587496	0.8049488	-0.117275
Ccdc107	-0.11297876	-0.0821911	-0.06046257	-0.283871
Ccdc108	0.135616648333333	-0.250879333333333	-0.246223673333333	0.122076666666667
Ccdc109a	-0.463952275	0.30023065	-0.81488647	0.521687
Ccdc109b	-0.6275839	-0.193006	0.17880008	-0.739276
Ccdc11	0.03083667	0.201032	0.56137013	-0.218843
Ccdc110	0	0	0	0
Ccdc111	0.5989405	-0.300357	0.1972362	0.0262188
Ccdc112	0.78539693	-0.330709	0.81060964	-0.710332
Ccdc113	-0.17200175	0.114002	0.35995594	0.118863
Ccdc114	-2.1719484	0.385288	-1.9615299	0.745658
Ccdc115	0.26126137	-0.518471	0.30312186	-0.21913
Ccdc116	-0.56456327	0.5879723	-0.79095773	0.910243
Ccdc117	0.24461123	-0.12899707	-0.49674125	0.3512105
Ccdc12	-0.037580685	-0.08375895	-0.00575325750000001	-0.04438065
Ccdc120	0.05890387	-0.198291	-0.5278857	0.260812
Ccdc121	0	-0.235852	0	-0.138253
Ccdc122	1.151122	-0.718378	1.77453	-1.29704
Ccdc123	0.07030491	-0.0467021	0.6497141	-0.736438
Ccdc124	-0.47469297	0.233637	-0.70977247	0.481482
Ccdc125	1.8516332	-0.765848	-0.43447056	-1.01181
Ccdc126	0.727211535	-0.739095	1.2687199	-0.898148
Ccdc127	0.287282166666667	-0.265298	0.0565619946666667	-0.0581727
Ccdc129	0.9071268	0.377189	1.0931293	-0.308987
Ccdc13	0	-0.22099445	-0.1857784	0.004348175
Ccdc130	-0.22829394	0.115728	-0.39640194	0.42936
Ccdc132	0.048101343	-0.228106	0.028719181	-0.376876
Ccdc134	0.8159487	-0.906947	-0.4495086	0.144324
Ccdc135	0.282986542	-0.091349	0.556842355	0.233304
Ccdc136	0.087369606	-0.853353	1.0348166	0.708391
Ccdc137	0.21296713	0.105847	-0.76012886	0.976573
Ccdc138	0.16566091	0.56073630825	-0.34193275	0.24052025
Ccdc14	0.14891528	0.4153595	-0.2529231255	0.677082
Ccdc141	0.941899719333333	-0.382018	-0.108719246666667	-0.0424465
Ccdc142	0.09682097	0.288675	0.28947043	0.175667
Ccdc144b	0	0	-2.46232	0
Ccdc146	0	0	0	0
Ccdc147	-0.2415902	-0.077309	0.085158025	-0.609004
Ccdc148	1.10220475	0.151602	-0.13462459	0.1174305
Ccdc149	0.40579678	-0.5041935	-0.2562965685	0.09254475
Ccdc15	0.345264225	0.046646	-0.11628505	-0.4110735
Ccdc150	0.76523272	0.25419965	0.544321263	-0.1361583
Ccdc151	0	-0.593945	0	0
Ccdc153	-0.6819998	-0.24232	0.17891037	-0.124205
Ccdc155	-0.52222712	0.17368815	0.162257835	-0.33721085
Ccdc157	0.406017041333333	-0.969147333333333	-0.329733223333333	-1.09174966666667
Ccdc158	0	0.093638	0	0
Ccdc159	1.09569702	-1.278185	0.81268535	-0.8688445
Ccdc162	0.45760944	-1.01567	0	0.105226
Ccdc163	-0.45747867	-0.178716	-0.110942364	-0.820089
Ccdc164	0.49013022	-0.438898	0.35491493	-0.252186
Ccdc17	-0.14747669	-0.033383	-0.87949914	1.19204
Ccdc18	0.174185185	0.41284165	0.17008545	-0.011893
Ccdc19	-0.69234073	0.970896	0.05231149	-0.103211
Ccdc21	0.04490985	-0.647511	-1.125489	0.864513
Ccdc22	0.05528972	-0.200507	0.12993401	-0.326029
Ccdc23	-0.018808678	0.0538651	0.25056458	-0.238256
Ccdc25	-0.068748814	0.5332735	-0.89563735	0.8401225
Ccdc27	0	0	0	0
Ccdc28a	0.512766723333333	-0.288765666666667	0.458656683333333	-0.166260533333333
Ccdc28b	0.2240023175	-0.4326975	0.589647545	-0.703929
Ccdc3	0.6013835	-0.66733	-0.9628004	0.902238
Ccdc30	-0.43855141	0.4538365	0.47289991	0.0018995
Ccdc32	-0.156741135	0.308681	-0.06081137	0.7155635
Ccdc33	-0.070306795	-0.0174025	0.0654298485	-0.1267804
Ccdc34	0.6075583	-0.177127	0.54933685	-0.664315
Ccdc36	0.47943208	0.231627	1.8746051	-1.56089
Ccdc37	0.502250405	0.1167365	0.532866275	0.3627735
Ccdc38	0	0.19115	0.29056424	0.261875
Ccdc39	0	-0.0762305	0	0
Ccdc40	-0.3755549	-1.18167	-0.22439957	-0.241064
Ccdc41	-0.166835645	0.5660594	-0.071176055	0.1941884
Ccdc42	0	0	0	0
Ccdc43	0.016037	-0.124333	0.2854448	0.121339
Ccdc45	0.253550675	0.0976639425	0.0325608275	-0.015004525
Ccdc46	1.2908194	-1.12974	0.24445458	-0.73871155
Ccdc47	0.21579319	-0.16408865	0.22212229	-0.072259
Ccdc48	0.17539437	0.279285	0.083847575	-0.0670532
Ccdc50	0.442770893333333	-0.486217666666667	0.449923366666667	-0.315496333333333
Ccdc51	-0.45937198	0.0618331	-0.487231	0.00900334
Ccdc53	0.074254078	0.2296681	0.352435918	-0.0466785
Ccdc54	-0.16216268	0.392842	0.14559123	0.340666
Ccdc55	0.4127553275	1.77185799	-0.298879745	0.237154225
Ccdc56	-0.04088216	0.162852	-0.21788652	0.377919
Ccdc57	-0.18393138	0.0643092	0.23429266	-0.285
Ccdc58	1.13672282	-0.7190415	-0.645937065	0.274309
Ccdc59	0.049318627	0.207936	-0.22071669	-0.128318
Ccdc6	0.13040309	-0.0596744	-0.056397744	-0.0366793
Ccdc60	0	0	0	0
Ccdc61	0.17443505	-0.186937	0.32893208	-0.2436
Ccdc62	0.3988569	-1.04136	1.1818956	-0.323019
Ccdc63	0	0	0	0
Ccdc64	0.6104439745	-0.408335	0.677738535	-0.326677
Ccdc64b	0.14739734	-0.631605	0.100157335	-0.541364
Ccdc65	-0.04725476	-0.166755	0.24547199	-0.0087854
Ccdc66	1.0245379	-0.0153853333333333	0.710148093333333	-0.485869333333333
Ccdc67	-1.0273424	0.280305	0	-0.696419
Ccdc68	-1.7332269	1.65202	-1.5537038	1.9628
Ccdc69	0.16926373	-0.1485025	-0.016227007	0.066652
Ccdc7	0	0	0	0
Ccdc70	0	-0.0109462	0	0
Ccdc71	-0.05533327	-0.1908495	-0.043788573	-0.14287315
Ccdc72	-0.25299649	0.5015675	-0.20889099	0.6685275
Ccdc73	0.5482947	0.01817375	1.4457655	-0.535675
Ccdc74a	0.2752548	-0.1085485	0.29011765	-0.107694
Ccdc75	0.343900719	0.12382244	-0.180339949	0.5025131
Ccdc76	0.436538395	0.673926	-1.1163395	1.209374
Ccdc77	0.304038685	-0.177041	0.00986062	-0.7569285
Ccdc78	0.28161186	-0.28485	0.08031903	0.28168
Ccdc79	0.5083005	0.115039	0.60571414	-1.65591
Ccdc80	0.12510331	0.317949	0.6810958	-0.134531
Ccdc81	0	0	0.9120235	0
Ccdc82	0.16577662	-0.3217135	0.24008198	0.4421165
Ccdc83	-0.057105875	0.278264	-0.22270921	0.2981085
Ccdc84	1.2805536	-0.183487	-0.7174585	0.0875383
Ccdc85a	0.3619249	0.596033866666667	0.141818306666667	-0.0828067666666667
Ccdc85b	0.436037005	-1.0111515	0.99229565	-1.39005
Ccdc86	0.08350984	-0.00984876	-0.6544326	0.314188
Ccdc87	-0.7248857	0.391228	0	0.133013
Ccdc88a	-0.024395105	-0.137255166666667	-0.183769446666667	0.037108
Ccdc88b	-0.97194576	0.63592	-1.289104	1.37722
Ccdc88c	0.19924873	-0.559566666666667	0.183166476666667	-0.287994666666667
Ccdc89	-0.63458663	0.424129	0.47008663	-0.0209523
Ccdc9	-0.4296106	-0.658692	-0.84785503	-0.28539
Ccdc90a	-1.0449963	1.38197666666667	-0.41750452	1.10498666666667
Ccdc90b	-0.018303385	0.348606	0.6833751	-0.267198
Ccdc91	0.141637803333333	-0.116227566666667	-0.141350546333333	0.0354746
Ccdc92	1.417821	-1.380975	0.48821652	-0.3821905
Ccdc93	0.181187863333333	-0.250569433333333	-0.8749214	0.447012333333333
Ccdc94	-0.2230059	-0.14531885	-1.22275815	0.2152513
Ccdc96	0.00706154000000001	-1.029016	0.42247275	0.3884265
Ccdc97	0.006785587	0.381804	-0.16556396	0.618174
Ccdc99	0.1103172315	0.00648115	0.307590125	-0.05714851
Cchcr1	-0.5143264	0.0528385	-0.2372006	-0.0820522
Ccin	-0.30508423	0.109134	0.9713959	-0.894954
Cck	-0.45194135	0.2791695	0.958417965	-0.740352
Cckar	0	0.396006	0	0
Cckbr	0.14832121	0.036407	0.247150175	-0.126928
Ccl1	0	0	-0.77453583	0
Ccl11	0	0	0	0
Ccl12	-0.4045887	0.302856	0.09496698	-0.0904169
Ccl17	-0.25259772	-0.209876	-0.1571782	-0.664084
Ccl19	-0.197338735	0.3512865	0.57766362	-0.5182565
Ccl2	-0.32362998	0.0522758	-0.037419986	0.763187
Ccl20	1.620226	-1.13265	1.7802532	-1.64732
Ccl21a	-1.0373033	0.39391	0.37317553	-1.25148
Ccl22	0	0	0	0
Ccl24	-3.80349385	3.756225	-2.9811107	3.68524
Ccl25	-0.54394041	0.913855	0.0500803775	0.3155485
Ccl27a	0.7170959	-0.69343	0.5304703	-0.480908
Ccl28	-0.670085	0.597116	-0.025016228	0.0934527
Ccl3	0	0.0255913	0	0
Ccl4	-2.359509	1.41388	-1.1992663	1.98433
Ccl5	-4.5785107	4.676355	-3.9461543	4.3489
Ccl6	-2.879948	2.76462	-1.8635386	1.71559
Ccl7	0	-0.250186	0	-0.1038555
Ccl8	-0.3957264	-0.577608	-0.51062757	0.347091
Ccl9	-0.2747871	0.668376	-0.55574954	0.907667
Ccm2	0.14568435	-0.400777	-0.21092084	-0.152134
Ccna1	-1.0669135	1.11272	-0.08319269	0.0947631
Ccna2	-0.066479705	0.1597	0.20946096	-0.0956693
Ccnb1	0.190101453333333	-0.0402327866666667	0.476897426666667	-0.413507
Ccnb1ip1	0.4299333	-0.152539	0.819566	0.444184
Ccnb2	0.022145286	0.191524	0.27899936	-0.219543
Ccnb3	0.11240801	-0.0653109	0.7031975	-0.927428
Ccnc	0.176085372	0.2472195	0.720702385	-0.09315525
Ccnd1	-0.5673122	0.466462	-0.47685063	0.387662
Ccnd2	-0.189040423333333	0.225687266666667	-0.0724863873333333	-0.0384598333333333
Ccnd3	-0.016337292	-0.298537	-0.3455781	0.00663717
Ccndbp1	0.18847974	-0.100363	0.21953428	-0.266837
Ccne1	-0.68365395	0.548296	-1.14919055	1.16642
Ccne2	-0.00605781	0.3466365	-1.0557298	1.45208
Ccnf	-0.26255777	0.124789	-0.38754597	-0.157421
Ccng1	0.48383471	-0.2901555	0.7526182	-0.5903555
Ccng2	0.083991826	0.672711	0.6303828	-0.156594
Ccnh	0.346082915	0.117474675	0.63181111	-0.121383375
Ccni	0.240428714	-0.153385825	0.420353875	-0.54832375
Ccnj	0.93272036	0.350846	-0.88126105	1.55891
Ccnjl	0.11343776	-0.0579185	-0.45931217	0.163395
Ccnk	-0.19732705	0.595639	0.096049425	0.4018085
Ccnl1	0.44612948	-0.424709666666667	-1.38721438666667	0.472157733333333
Ccnl2	0.285712013333333	-0.286751966666667	-1.1118158	1.07538
Ccno	0.23334436	-0.530845	0.23451647	-0.317576
Ccnt1	0.22730175	-0.028759	-1.6805848	1.267928
Ccnt2	0.38821906	0.0084993	-0.915653273333333	1.14624033333333
Ccny	0.403654826666667	-0.255888	0.246776555666667	-0.401126333333333
Ccnyl1	-0.264995549	0.3408465	-0.3443175005	0.5649125
Ccpg1	-0.0511910035	0.454345	0.276953865	-0.26943025
Ccr1	-0.005982248	0	0	-0.127166
Ccr10	-0.936518	0.524366	-0.005098308	-1.30624
Ccr1l1	0.41819683	1.33654	0.754078	0.536593
Ccr2	0	0	0	0
Ccr3	-0.28045593	0.28482	-0.44686975	0.483198
Ccr4	0.05457418	-0.1258995	0.312266825	-0.1459195
Ccr5	-0.24918334	0.502999	0	0.477173
Ccr6	-0.009634146	0.197774	0.98405457	-0.349267
Ccr7	-0.4272469	0.399537	0.17181328	0
Ccr8	0	0.291598	-0.45667633	0
Ccr9	-0.7119454	0.528711	-0.05418452	0.232611
Ccrl1	-1.4621661	0.76623	0.59085184	0.813796
Ccrl2	-1.29707925	1.164239	-0.444776385	0.8084905
Ccrn4l	-0.2197439	0.441759	-1.228127	1.48889
Ccs	-0.455766835	0.3238025	-0.158235175	-0.24963175
Cct2	0.1576082975	-0.2490418135	0.42503149	-0.518259
Cct3	-0.20166005	0.054727	-1.256607	0.9676425
Cct4	0.19290454	-0.2361143	0.00235281499999999	-0.3487725
Cct5	0.6150132	0.0464872	0.5929203	-0.136208
Cct6a	0.00527794	-0.324396	0.39953285	-0.568183
Cct6b	0.004107114	-0.118621	0.047008388	-0.366044
Cct7	-0.21728349	0.0142642	-0.50378716	-0.130025
Cct8	0.1336021	-0.214003	-0.047331437	-0.440536
Cct8l1	0.94244516	0.0217327	0.71297014	0.434934
Ccz1	0.05238264	0.159059	-0.07874852	0.0433484
Cd109	0	-0.787253333333333	0	0
Cd14	-0.29856175	0.0327216	-0.5310158	0.185201
Cd151	-0.41334903	0.715444	-0.29040015	0.488518
Cd160	-0.6272397	0.113629	0.15531021	0.583145
Cd163	0	0	0	0
Cd163l1	0.8014773	0.653579	0.7514337	0.642997
Cd164	0.1469070525	0.097186625	0.000688158000000005	-0.06321975
Cd164l2	-0.167957	-0.272079	0.20243624	-0.295769
Cd177	0.9416402	-1.58712	0.22853042	-1.08537
Cd180	0	0.057474	0.08029396	0
Cd19	-0.4010135	0.488338	0.68160594	-0.00790401
Cd1d1	0.4851484	-0.627973	0.26310182	-0.0798272
Cd1d2	-0.32991812	0.554065	-0.5758279	0
